機關代碼,段,小段,代碼,備註,所區碼,縣市別代碼,鄉鎮名稱,事務所名稱
"387160000A","美和","","1178","","BB08","66000","北屯區","中正地政事務所"
"387160000A","江興","","1179","增編","BB08","66000","北屯區","中正地政事務所"
"387160000A","景中","","1180","增編","BB08","66000","北屯區","中正地政事務所"
"387160000A","景順","","1181","增編","BB08","66000","北屯區","中正地政事務所"
"387160000A","景南","","1182","增編","BB08","66000","北屯區","中正地政事務所"
"387160000A","豐原","","2400","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","大湳","","2401","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","下南坑","","2402","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","上南坑","","2403","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","圳寮","","2404","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","翁子","","2405","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","鐮子坑口","","2406","註銷","BD09","66000","豐原區","豐原地政事務所"
"387160000A","社皮","","2407","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","朴子口","","2408","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","烏牛欄","烏牛欄","2409","更正","BD09","66000","豐原區","豐原地政事務所"
"387160000A","烏牛欄","田心子","2410","註銷","BD09","66000","豐原區","豐原地政事務所"
"387160000A","車路墘","車路墘","2411","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","車路墘","溝子墘","2412","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","北陽","","2413","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","向陽","","2414","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","中陽","","2415","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","陽明","","2416","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","博愛","","2417","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","東陽","","2418","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐東","","2419","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","綠山","","2420","註銷","BD09","66000","豐原區","豐原地政事務所"
"387160000A","南陽","","2421","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","安康","","2422","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","南村","","2423","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","慈興","","2424","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","東湳","","2425","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","大順","","2426","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","大仁","","2427","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐中","","2428","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","龍宮","","2429","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","西湳","","2430","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐洲","","2431","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐南","","2432","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","柑宅","","2433","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐田","","2434","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","鎮宮","","2435","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","福德","","2436","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","市政","","2437","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","育仁","","2438","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","合作","","2439","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","成功","","2440","更正","BD09","66000","豐原區","豐原地政事務所"
"387160000A","水源","","2441","註銷","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐村","","2442","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","永豐","","2443","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","翁明","","2444","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","三豐","","2445","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","下街","","2446","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐圳","","2447","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","建成","","2448","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","一心","","2449","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","五汴","","2450","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐社","","2451","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐年","","2452","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","萬年","","2453","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","福興","","2454","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","順豐","","2455","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","萬順","","2456","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","師範","","2457","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","聯合","","2458","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","葫蘆墩","","2459","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐陽","","2460","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","南田","","2461","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","新水源","","2462","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","南嵩","","2463","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","新東陽","","2464","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","新綠山","","2465","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","復興","","2466","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","朝陽","","2467","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","鐮村","","2468","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","鳳山","","2469","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐新","","2470","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","三陽","","2471","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","三和","","2472","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","福陽","","2473","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","東湳北","","2474","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","西湳北","","2475","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","北天","","2476","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","中興","","2477","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","博安","","2478","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","議前","","2479","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","三村","","2480","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","公老坪","","2481","","BD09","66000","豐原區","豐原地政事務所"
"387160000A","豐栗","","2482","增編","BD09","66000","豐原區","豐原地政事務所"
"387160000A","東勢","東勢","5400","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東勢","上新","5401","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東勢","下新","5402","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東勢","石角","5403","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東勢","中嵙","5404","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","校栗埔","上校栗埔","5405","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","校栗埔","下校栗埔","5406","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石圍墻","石圍墻","5407","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石圍墻","埤頭山","5408","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石壁坑","","5409","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新伯公","新伯公","5410","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新伯公","上城","5411","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新伯公","下城","5412","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新伯公","番社","5413","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","大茅埔","","5414","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","互助","","5415","註銷","BG10","66000","東勢區","東勢地政事務所"
"387160000A","合作","","5416","註銷","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新盛","","5417","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","興林","","5418","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","詒福","","5419","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","詒新","","5420","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","保民","","5421","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","慶安","","5422","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","羊崎","","5423","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","和興","","5424","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新成","","5425","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","高簡","","5426","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","福興","","5427","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新互助","","5428","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","新合作","","5429","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","泰昌","","5430","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","文昌","","5431","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","六合","","5432","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","義渡","","5433","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","仙師","","5434","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東安","","5435","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","復興","","5436","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","延平","","5437","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","民誠","","5438","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","興隆","","5439","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","下新","","5440","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東新","","5441","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","中山","","5442","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","吊神山","","5443","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東崎","","5444","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東豐","","5445","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","保豐","","5446","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","玉高","","5447","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","伯公","","5448","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","茅埔西","","5449","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","茅埔東","","5450","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","慶東","","5451","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","慶福","","5452","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","坪埔","","5453","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石嵙","","5454","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石城","","5455","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","埤頭","","5456","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石圍墻二","","5457","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","石圍墻一","","5458","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","東崎一","","5459","","BG10","66000","東勢區","東勢地政事務所"
"387160000A","中嵙一","","5460","增編","BG10","66000","東勢區","東勢地政事務所"
"387160000A","大甲","","3600","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","庄尾","","3601","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","山脚","頂山脚","3602","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","山脚","下山脚","3603","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","營盤口","","3604","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","社尾","社尾","3605","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","社尾","溪埔","3606","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","橫圳","","3607","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","番子寮","","3608","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","外水尾","","3609","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","後厝子","","3610","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","六塊厝","","3611","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","頂店","","3612","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","九張犁","九張犁","3613","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","九張犁","六股","3614","註銷","BE11","66000","大甲區","大甲地政事務所"
"387160000A","日南","","3615","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","五里牌","","3616","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","日南社","","3617","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","頂後厝子","","3618","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","銅安厝","","3619","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","新庄子","","3620","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","雙寮","","3621","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","西勢","","3622","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","船頭埔","","3623","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","甲嘉","","3624","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","甲惠","","3625","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","甲農","","3626","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","甲民","","3627","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","甲全","","3628","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","幼獅","","3629","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","朝陽","","3630","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","孔門","","3631","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","順天","","3632","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","平安","","3633","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","薰風","","3634","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","光明","","3635","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","新美","","3636","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","岷山","","3637","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","文武","","3638","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","雁門","","3639","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","和平","","3640","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","武曲","","3641","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","中山","","3642","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","幸福","","3643","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","南社","","3644","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","太白","","3645","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","日新","","3646","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","黎明","","3647","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","孟春","","3648","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","臨江","","3649","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","九張","","3650","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","新興","","3651","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","義水","","3652","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","義和","","3653","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","武陵","","3654","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","文曲","","3655","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","文安","","3656","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","福順","","3657","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","福德","","3658","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","福安","","3659","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","劍井","","3660","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","永信","","3661","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","金華","","3662","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","致用","","3663","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","文化","","3664","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","德化","","3665","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","賢仁","","3666","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","奉化","","3667","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","奉仁","","3668","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","新銅安厝","","3669","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","順帆","","3670","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","渭水","","3671","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","西岐","","3672","更正","BE11","66000","大甲區","大甲地政事務所"
"387160000A","建興","","3673","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","如意","","3674","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","海尾","","3675","","BE11","66000","大甲區","大甲地政事務所"
"387160000A","十甲","","3676","增編","BE11","66000","大甲區","大甲地政事務所"
"387160000A","龍泉","","3677","增編","BE11","66000","大甲區","大甲地政事務所"
"387160000A","清水","清水","4600","","BF12","66000","清水區","清水地政事務所"
"387160000A","清水","西勢","4601","","BF12","66000","清水區","清水地政事務所"
"387160000A","銀聯","","4602","","BF12","66000","清水區","清水地政事務所"
"387160000A","槺榔","","4603","","BF12","66000","清水區","清水地政事務所"
"387160000A","大突寮","大突寮","4604","","BF12","66000","清水區","清水地政事務所"
"387160000A","大突寮","十塊寮","4605","","BF12","66000","清水區","清水地政事務所"
"387160000A","秀水","秀水","4606","","BF12","66000","清水區","清水地政事務所"
"387160000A","海濱","","4607","","BF12","66000","清水區","清水地政事務所"
"387160000A","海濱","臨港","4608","","BF12","66000","清水區","清水地政事務所"
"387160000A","高美","","4609","","BF12","66000","清水區","清水地政事務所"
"387160000A","武秀","","4610","","BF12","66000","清水區","清水地政事務所"
"387160000A","三塊厝","三塊厝","4611","","BF12","66000","清水區","清水地政事務所"
"387160000A","三塊厝","菁埔","4612","","BF12","66000","清水區","清水地政事務所"
"387160000A","三塊厝","頂湳子","4613","","BF12","66000","清水區","清水地政事務所"
"387160000A","社口","社口","4614","","BF12","66000","清水區","清水地政事務所"
"387160000A","四塊厝","","4615","","BF12","66000","清水區","清水地政事務所"
"387160000A","田寮","田寮","4616","","BF12","66000","清水區","清水地政事務所"
"387160000A","田寮","橋頭","4617","","BF12","66000","清水區","清水地政事務所"
"387160000A","田寮","下湳子","4618","","BF12","66000","清水區","清水地政事務所"
"387160000A","楊厝寮","楊厝寮","4619","","BF12","66000","清水區","清水地政事務所"
"387160000A","楊厝寮","海風","4620","","BF12","66000","清水區","清水地政事務所"
"387160000A","三田","","4621","","BF12","66000","清水區","清水地政事務所"
"387160000A","裕嘉","","4622","","BF12","66000","清水區","清水地政事務所"
"387160000A","吳厝","吳厝","4623","","BF12","66000","清水區","清水地政事務所"
"387160000A","吳厝","橋頭寮","4624","","BF12","66000","清水區","清水地政事務所"
"387160000A","中興","","4625","","BF12","66000","清水區","清水地政事務所"
"387160000A","西寧","","4626","","BF12","66000","清水區","清水地政事務所"
"387160000A","光華","","4627","","BF12","66000","清水區","清水地政事務所"
"387160000A","紫雲","","4628","","BF12","66000","清水區","清水地政事務所"
"387160000A","新興","","4629","","BF12","66000","清水區","清水地政事務所"
"387160000A","鰲峰","","4630","","BF12","66000","清水區","清水地政事務所"
"387160000A","海風","","4631","","BF12","66000","清水區","清水地政事務所"
"387160000A","楊厝","","4632","","BF12","66000","清水區","清水地政事務所"
"387160000A","吳厝北","","4633","","BF12","66000","清水區","清水地政事務所"
"387160000A","吳厝南","","4634","","BF12","66000","清水區","清水地政事務所"
"387160000A","市鎮北","","4635","","BF12","66000","清水區","清水地政事務所"
"387160000A","甲南","","4636","","BF12","66000","清水區","清水地政事務所"
"387160000A","頂湳","","4637","","BF12","66000","清水區","清水地政事務所"
"387160000A","菁埔北","","4638","","BF12","66000","清水區","清水地政事務所"
"387160000A","菁埔南","","4639","","BF12","66000","清水區","清水地政事務所"
"387160000A","臨海","","4640","","BF12","66000","清水區","清水地政事務所"
"387160000A","朝天","","4641","","BF12","66000","清水區","清水地政事務所"
"387160000A","高美東","","4642","","BF12","66000","清水區","清水地政事務所"
"387160000A","高美南","","4643","","BF12","66000","清水區","清水地政事務所"
"387160000A","高美中","","4644","","BF12","66000","清水區","清水地政事務所"
"387160000A","高南","","4645","","BF12","66000","清水區","清水地政事務所"
"387160000A","高北","","4646","","BF12","66000","清水區","清水地政事務所"
"387160000A","高西","","4647","","BF12","66000","清水區","清水地政事務所"
"387160000A","金皇","","4648","","BF12","66000","清水區","清水地政事務所"
"387160000A","下湳","","4649","","BF12","66000","清水區","清水地政事務所"
"387160000A","朝興","","4650","","BF12","66000","清水區","清水地政事務所"
"387160000A","朝后","","4651","","BF12","66000","清水區","清水地政事務所"
"387160000A","東山","","4652","","BF12","66000","清水區","清水地政事務所"
"387160000A","公正","","4653","","BF12","66000","清水區","清水地政事務所"
"387160000A","星海","","4654","","BF12","66000","清水區","清水地政事務所"
"387160000A","西社","","4655","","BF12","66000","清水區","清水地政事務所"
"387160000A","鎮新","","4656","","BF12","66000","清水區","清水地政事務所"
"387160000A","橋頭","","4657","","BF12","66000","清水區","清水地政事務所"
"387160000A","五權","","4658","","BF12","66000","清水區","清水地政事務所"
"387160000A","三順","","4659","","BF12","66000","清水區","清水地政事務所"
"387160000A","清甲","","4660","","BF12","66000","清水區","清水地政事務所"
"387160000A","牛罵頭","","4661","增編","BF12","66000","清水區","清水地政事務所"
"387160000A","福安","","4662","增編","BF12","66000","清水區","清水地政事務所"
"387160000A","橋江","","4663","增編","BF12","66000","清水區","清水地政事務所"
"387160000A","沙鹿","沙鹿","4900","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","沙鹿","斗抵","4901","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","沙鹿","潭子墘","4902","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","鹿寮","","4903","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","北勢坑","北勢坑","4904","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","北勢坑","六路厝","4905","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","北勢坑","六埔","4906","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","竹林","竹林","4907","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","竹林","犁份","4908","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","公館","","4909","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","南勢坑","南勢坑","4910","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","南勢坑","埔子","4911","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","西勢寮","","4912","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","西勢","","4913","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","中清","","4914","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","明德","","4915","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","公館北","","4916","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","公館南","","4917","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","洛泉","","4918","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","晉江北","","4919","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","英才","","4920","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","東英","","4921","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","居仁","","4922","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","美仁","","4923","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","大同","","4924","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","福至","","4925","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","福興","","4926","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","東晉","","4927","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","福成","","4928","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","護安","","4929","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","成衣","","4930","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","南勢東","","4931","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","慶安","","4932","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","南勢","","4933","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","鹿峰東","","4934","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","鹿峰西","","4935","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","鹿寮東","","4936","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","沙工","","4937","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","沙工北","","4938","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","文光","","4939","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","太平","","4940","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","保寧","","4941","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","平等","","4942","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","六路","","4943","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","新竹林","","4944","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","紅竹","","4945","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","竹林東","","4946","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","福壽","","4947","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","興安","","4948","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","福田","","4949","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","新犁份","","4950","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","犁份東","","4951","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","大學","","4952","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","晉江東","","4953","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","六福","","4954","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","興安西","","4955","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","保成","","4956","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","自強","","4957","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","三鹿","","4958","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","國昌","","4959","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","正英","","4960","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","正義","","4961","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","明秀","","4962","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","榜文","","4963","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","興仁","","4964","","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","新站","","4965","增編","BF13","66000","沙鹿區","清水地政事務所"
"387160000A","梧棲","","5200","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","中港","","5201","註銷","BF14","66000","梧棲區","清水地政事務所"
"387160000A","民生","","5202","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","忠孝","","5203","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","南簡","","5204","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","大庄","大庄","5205","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","大庄","火燒橋","5206","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","仁愛","","5207","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","信義","","5208","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","和平","","5209","","BF14","66000","梧棲區","清水地政事務所"
"387160000A","三民","","5210","","BF14","66000","梧棲區","清水地政事務所"
