機關代碼,段,小段,代碼,備註,所區碼,縣市別代碼,鄉鎮名稱,事務所名稱
"387160000A","安重","","4324","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安劃","","4325","","BE22","66000","大安區","大甲地政事務所"
"387160000A","松雅","","4326","","BE22","66000","大安區","大甲地政事務所"
"387160000A","福東","","4327","","BE22","66000","大安區","大甲地政事務所"
"387160000A","南勢厝","","4328","","BE22","66000","大安區","大甲地政事務所"
"387160000A","東安","","4329","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安中","","4330","更正","BE22","66000","大安區","大甲地政事務所"
"387160000A","頂庄","","4331","更正","BE22","66000","大安區","大甲地政事務所"
"387160000A","中海","","4332","更正","BE22","66000","大安區","大甲地政事務所"
"387160000A","南安","","4333","","BE22","66000","大安區","大甲地政事務所"
"387160000A","新南埔","","4334","","BE22","66000","大安區","大甲地政事務所"
"387160000A","新龜壳","","4335","","BE22","66000","大安區","大甲地政事務所"
"387160000A","新三塊厝","","4336","","BE22","66000","大安區","大甲地政事務所"
"387160000A","欣洲","","4337","","BE22","66000","大安區","大甲地政事務所"
"387160000A","興安","","4338","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安田","","4339","","BE22","66000","大安區","大甲地政事務所"
"387160000A","安港","","4340","","BE22","66000","大安區","大甲地政事務所"
"387160000A","頂安","","4341","增編","BE22","66000","大安區","大甲地政事務所"
"387160000A","重建","","72","註銷","BI23","66000","烏日區","大里地政事務所"
"387160000A","烏日","","7300","","BI23","66000","烏日區","大里地政事務所"
"387160000A","九張犁","","7301","更正","BI23","66000","烏日區","大里地政事務所"
"387160000A","頭前厝","","7302","","BI23","66000","烏日區","大里地政事務所"
"387160000A","學田","","7303","","BI23","66000","烏日區","大里地政事務所"
"387160000A","偽𠍇","頂偽𠍇","7304","","BI23","66000","烏日區","大里地政事務所"
"387160000A","偽𠍇","下偽𠍇","7305","","BI23","66000","烏日區","大里地政事務所"
"387160000A","五張犁","","7306","更正","BI23","66000","烏日區","大里地政事務所"
"387160000A","重建","","7307","","BI23","66000","烏日區","大里地政事務所"
"387160000A","阿密哩","","7308","","BI23","66000","烏日區","大里地政事務所"
"387160000A","蘆竹湳","","7309","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪心壩","","7310","","BI23","66000","烏日區","大里地政事務所"
"387160000A","喀哩","","7311","","BI23","66000","烏日區","大里地政事務所"
"387160000A","同安厝","","7312","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪南東","","7313","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪南西","","7314","","BI23","66000","烏日區","大里地政事務所"
"387160000A","螺潭","","7315","","BI23","66000","烏日區","大里地政事務所"
"387160000A","北里","","7316","","BI23","66000","烏日區","大里地政事務所"
"387160000A","九如","","7317","","BI23","66000","烏日區","大里地政事務所"
"387160000A","九德","","7318","","BI23","66000","烏日區","大里地政事務所"
"387160000A","中華","","7319","","BI23","66000","烏日區","大里地政事務所"
"387160000A","自立","","7320","","BI23","66000","烏日區","大里地政事務所"
"387160000A","仁德","","7321","","BI23","66000","烏日區","大里地政事務所"
"387160000A","信義","","7322","","BI23","66000","烏日區","大里地政事務所"
"387160000A","興祥","","7323","","BI23","66000","烏日區","大里地政事務所"
"387160000A","三民","","7324","","BI23","66000","烏日區","大里地政事務所"
"387160000A","自治","","7325","","BI23","66000","烏日區","大里地政事務所"
"387160000A","光日","","7326","","BI23","66000","烏日區","大里地政事務所"
"387160000A","湖日","","7327","","BI23","66000","烏日區","大里地政事務所"
"387160000A","山頂","","7328","","BI23","66000","烏日區","大里地政事務所"
"387160000A","成功嶺","","7329","","BI23","66000","烏日區","大里地政事務所"
"387160000A","便行","","7330","","BI23","66000","烏日區","大里地政事務所"
"387160000A","中山","","7331","","BI23","66000","烏日區","大里地政事務所"
"387160000A","高鐵","","7332","","BI23","66000","烏日區","大里地政事務所"
"387160000A","站南","","7333","","BI23","66000","烏日區","大里地政事務所"
"387160000A","三和","","7334","","BI23","66000","烏日區","大里地政事務所"
"387160000A","榮和","","7335","","BI23","66000","烏日區","大里地政事務所"
"387160000A","榮泉","","7336","","BI23","66000","烏日區","大里地政事務所"
"387160000A","長壽","","7337","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新高鐵","","7338","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新站南","","7339","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新三和","","7340","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新榮和","","7341","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新榮泉","","7342","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新長壽","","7343","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪尾北","","7344","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪尾南","","7345","","BI23","66000","烏日區","大里地政事務所"
"387160000A","五張犁東","","7346","","BI23","66000","烏日區","大里地政事務所"
"387160000A","五張犁西","","7347","","BI23","66000","烏日區","大里地政事務所"
"387160000A","溪壩","","7348","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新喀哩","","7349","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新北里","","7350","","BI23","66000","烏日區","大里地政事務所"
"387160000A","高學田","","7351","","BI23","66000","烏日區","大里地政事務所"
"387160000A","頭前厝北","","7352","","BI23","66000","烏日區","大里地政事務所"
"387160000A","頭前厝南","","7353","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新蘆竹湳","","7354","","BI23","66000","烏日區","大里地政事務所"
"387160000A","新同安厝","","7355","","BI23","66000","烏日區","大里地政事務所"
"387160000A","環河","","7356","","BI23","66000","烏日區","大里地政事務所"
"387160000A","前農","","7357","","BI23","66000","烏日區","大里地政事務所"
"387160000A","前竹","","7358","","BI23","66000","烏日區","大里地政事務所"
"387160000A","前興","","7359","","BI23","66000","烏日區","大里地政事務所"
"387160000A","中紡","","7360","","BI23","66000","烏日區","大里地政事務所"
"387160000A","大肚","","9100","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","追分","","9101","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","井子頭","井子頭","9102","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","井子頭","蔗𠖎","9103","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","溪洲","","9104","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","王田","","9105","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","社腳","社腳","9106","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","社腳","山子頂","9107","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","汴子頭","山子腳","9108","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","文昌","","9109","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","台紙","","9110","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","山陽","","9111","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","榮華","","9112","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","頂街","","9113","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福利","","9114","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","自治","","9115","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","大東","","9116","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","仁德","","9117","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","萬陵","","9118","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","中蔗","","9119","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","自強","","9120","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","慶順","","9121","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","遊園","","9122","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","瑞井","","9123","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福安","","9124","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福山","","9125","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福吉","","9126","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福和","","9127","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福和北","","9128","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福德","","9129","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","南王田","","9130","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","王福","","9131","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","興和","","9132","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","北王田","","9133","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福陽","","9134","","BK24","66000","大肚區","龍井地政事務所"
"387160000A","福新","","9135","增編","BK24","66000","大肚區","龍井地政事務所"
"387160000A","龍井","竹坑","9300","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍井","龍井","9301","註銷","BK25","66000","龍井區","龍井地政事務所"
"387160000A","新庄子","新庄子","9302","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","新庄子","南寮","9303","註銷","BK25","66000","龍井區","龍井地政事務所"
"387160000A","山腳","","9304","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","福麗","","9305","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍津","","9306","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍目井","龍目井","9307","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍目井","水師寮","9308","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍目井","水裡社","9309","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","三德","","9310","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","忠和","","9311","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","竹泉","","9312","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","茄投","","9313","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍田","","9314","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","中山","","9315","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","田水","","9316","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","東園","","9317","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","遊園南","","9318","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","永順","","9319","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","新庄","","9320","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","新興","","9321","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","新東","","9322","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","東海","","9323","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","遊園北","","9324","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","南寮","","9325","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","藝術","","9326","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","遠東","","9327","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍山","","9328","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","鷺山","","9329","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","中社","","9330","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍新","","9331","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍社","","9332","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","木本","","9333","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍崗","","9334","","BK25","66000","龍井區","龍井地政事務所"
"387160000A","龍泉","","9335","增編","BK25","66000","龍井區","龍井地政事務所"
"387160000A","竹師","","9336","增編","BK25","66000","龍井區","龍井地政事務所"
"387160000A","霧峰","霧峰","7700","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","霧峰","北溝","7701","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","霧峰","坑口","7702","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","柳樹湳","","7703","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","丁台","丁台","7704","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","丁台","南勢","7705","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","吳厝","","7706","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","萬斗六","","7707","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","萬斗六","六股","7708","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","天時","","7709","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","地利","","7710","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","人和","","7711","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","峰東","","7712","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","峰西","","7713","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","峰南","","7714","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","峰北","","7715","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","北勢","","7716","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","北柳","","7717","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","峰谷","","7718","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","萬豐","","7719","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","豐正","","7720","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","文化","","7721","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","吉峰","","7722","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","錦州","","7723","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","中正","","7724","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","育德","","7725","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新生","","7726","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","舊正西","","7727","更正","BI26","66000","霧峰區","大里地政事務所"
"387160000A","南勢東","","7728","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","南勢西","","7729","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","丁台一","","7730","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","丁台二","","7731","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","丁台三","","7732","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新六股","","7733","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","農試所","","7734","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","舊正東","","7735","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","桐林","","7736","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","霧工","","7737","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","南柳","","7738","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","北柳南","","7739","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新厝","","7740","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","五福","","7741","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新埔","","7742","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","四德","","7743","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","五福北","","7744","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","五福南","","7745","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","大圳頭","","7746","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","萊園","","7747","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新坑口","","7748","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","復興","","7749","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","尖後","","7750","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新北溝","","7751","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","新峰東","","7752","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","暗坑","","7753","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","樟公","","7754","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","本堂","","7755","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","立德","","7756","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","南坑","","7757","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","大坑","","7758","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","慶堡北","","7759","","BI26","66000","霧峰區","大里地政事務所"
"387160000A","慶堡南","","7760","增編","BI26","66000","霧峰區","大里地政事務所"
"387160000A","太平","","8500","","BJ27","66000","太平區","太平地政事務所"
"387160000A","三汴","","8501","","BJ27","66000","太平區","太平地政事務所"
"387160000A","番子路","","8502","","BJ27","66000","太平區","太平地政事務所"
"387160000A","頭汴坑","","8503","","BJ27","66000","太平區","太平地政事務所"
"387160000A","車籠埔","車籠埔","8504","註銷","BJ27","66000","太平區","太平地政事務所"
"387160000A","車籠埔","黃竹坑","8505","註銷","BJ27","66000","太平區","太平地政事務所"
"387160000A","宜欣","","8506","","BJ27","66000","太平區","太平地政事務所"
"387160000A","欣欣","","8507","","BJ27","66000","太平區","太平地政事務所"
"387160000A","瑞欣","","8508","","BJ27","66000","太平區","太平地政事務所"
"387160000A","平欣","","8509","","BJ27","66000","太平區","太平地政事務所"
"387160000A","忠平","","8510","","BJ27","66000","太平區","太平地政事務所"
"387160000A","孝平","","8511","","BJ27","66000","太平區","太平地政事務所"
"387160000A","仁平","","8512","","BJ27","66000","太平區","太平地政事務所"
"387160000A","愛平","","8513","","BJ27","66000","太平區","太平地政事務所"
"387160000A","信平","","8514","","BJ27","66000","太平區","太平地政事務所"
"387160000A","義平","","8515","","BJ27","66000","太平區","太平地政事務所"
"387160000A","和平","","8516","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福平","","8517","","BJ27","66000","太平區","太平地政事務所"
"387160000A","壽平","","8518","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中邑","","8519","","BJ27","66000","太平區","太平地政事務所"
"387160000A","光隆","","8520","","BJ27","66000","太平區","太平地政事務所"
"387160000A","永成","","8521","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福星","","8522","","BJ27","66000","太平區","太平地政事務所"
"387160000A","長億","","8523","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福德","","8524","","BJ27","66000","太平區","太平地政事務所"
"387160000A","永新","","8525","","BJ27","66000","太平區","太平地政事務所"
"387160000A","合利","","8526","","BJ27","66000","太平區","太平地政事務所"
"387160000A","永豐","","8527","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福利","","8528","","BJ27","66000","太平區","太平地政事務所"
"387160000A","光華","","8529","","BJ27","66000","太平區","太平地政事務所"
"387160000A","麗園","","8530","","BJ27","66000","太平區","太平地政事務所"
"387160000A","長安","","8531","","BJ27","66000","太平區","太平地政事務所"
"387160000A","萬福","","8532","","BJ27","66000","太平區","太平地政事務所"
"387160000A","光明","","8533","","BJ27","66000","太平區","太平地政事務所"
"387160000A","坪林","","8534","","BJ27","66000","太平區","太平地政事務所"
"387160000A","洪厝","","8535","","BJ27","66000","太平區","太平地政事務所"
"387160000A","吉祥","","8536","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中華","","8537","","BJ27","66000","太平區","太平地政事務所"
"387160000A","勤益","","8538","","BJ27","66000","太平區","太平地政事務所"
"387160000A","大源","","8539","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中山","","8540","","BJ27","66000","太平區","太平地政事務所"
"387160000A","內湖","","8541","","BJ27","66000","太平區","太平地政事務所"
"387160000A","茶寮","","8542","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福隆","","8543","","BJ27","66000","太平區","太平地政事務所"
"387160000A","頂坪","","8544","","BJ27","66000","太平區","太平地政事務所"
"387160000A","興隆","","8545","","BJ27","66000","太平區","太平地政事務所"
"387160000A","光興","","8546","","BJ27","66000","太平區","太平地政事務所"
"387160000A","廣隆","","8547","","BJ27","66000","太平區","太平地政事務所"
"387160000A","七星","","8548","","BJ27","66000","太平區","太平地政事務所"
"387160000A","永隆","","8549","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新德隆","","8550","","BJ27","66000","太平區","太平地政事務所"
"387160000A","溪洲","","8551","","BJ27","66000","太平區","太平地政事務所"
"387160000A","東興","","8552","","BJ27","66000","太平區","太平地政事務所"
"387160000A","東平","","8553","","BJ27","66000","太平區","太平地政事務所"
"387160000A","東和","","8554","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新坪","","8555","","BJ27","66000","太平區","太平地政事務所"
"387160000A","樹孝","","8556","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新高","","8557","","BJ27","66000","太平區","太平地政事務所"
"387160000A","石苓湖","","8558","","BJ27","66000","太平區","太平地政事務所"
"387160000A","德興","","8559","","BJ27","66000","太平區","太平地政事務所"
"387160000A","豐中","","8560","","BJ27","66000","太平區","太平地政事務所"
"387160000A","育賢","","8561","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新興","","8562","","BJ27","66000","太平區","太平地政事務所"
"387160000A","塔湖","","8563","","BJ27","66000","太平區","太平地政事務所"
"387160000A","皇帝筍坑","","8564","","BJ27","66000","太平區","太平地政事務所"
"387160000A","振興","","8565","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新福","","8566","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新光","","8567","","BJ27","66000","太平區","太平地政事務所"
"387160000A","振福","","8568","","BJ27","66000","太平區","太平地政事務所"
"387160000A","樹德","","8569","","BJ27","66000","太平區","太平地政事務所"
"387160000A","永億","","8570","","BJ27","66000","太平區","太平地政事務所"
"387160000A","振文","","8571","","BJ27","66000","太平區","太平地政事務所"
"387160000A","大興","","8572","","BJ27","66000","太平區","太平地政事務所"
"387160000A","聖和","","8573","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中天","","8574","","BJ27","66000","太平區","太平地政事務所"
"387160000A","新頭汴","","8575","","BJ27","66000","太平區","太平地政事務所"
"387160000A","學億","","8576","","BJ27","66000","太平區","太平地政事務所"
"387160000A","長福","","8577","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中南","","8578","","BJ27","66000","太平區","太平地政事務所"
"387160000A","福億","","8579","","BJ27","66000","太平區","太平地政事務所"
"387160000A","內城","","8580","","BJ27","66000","太平區","太平地政事務所"
"387160000A","黃竹","","8581","","BJ27","66000","太平區","太平地政事務所"
"387160000A","竹村","","8582","","BJ27","66000","太平區","太平地政事務所"
"387160000A","淨德","","8583","","BJ27","66000","太平區","太平地政事務所"
"387160000A","東汴","","8584","","BJ27","66000","太平區","太平地政事務所"
"387160000A","中興","","84","註銷","BI28","66000","大里區","大里地政事務所"
"387160000A","大里","","8000","","BI28","66000","大里區","大里地政事務所"
"387160000A","內新","","8001","","BI28","66000","大里區","大里地政事務所"
"387160000A","涼傘樹","","8002","","BI28","66000","大里區","大里地政事務所"
"387160000A","大突寮","","8003","","BI28","66000","大里區","大里地政事務所"
"387160000A","詹厝園","","8004","","BI28","66000","大里區","大里地政事務所"
"387160000A","草湖","","8005","註銷","BI28","66000","大里區","大里地政事務所"
"387160000A","塗城","","8006","註銷","BI28","66000","大里區","大里地政事務所"
"387160000A","中興","","8007","","BI28","66000","大里區","大里地政事務所"
"387160000A","番子寮","","8008","","BI28","66000","大里區","大里地政事務所"
"387160000A","番子寮","健仁","8009","註銷","BI28","66000","大里區","大里地政事務所"
"387160000A","新仁","","8010","","BI28","66000","大里區","大里地政事務所"
"387160000A","新義","","8011","","BI28","66000","大里區","大里地政事務所"
"387160000A","長春","","8012","","BI28","66000","大里區","大里地政事務所"
"387160000A","東湖","","8013","","BI28","66000","大里區","大里地政事務所"
"387160000A","南湖","","8014","","BI28","66000","大里區","大里地政事務所"
"387160000A","成功","","8015","","BI28","66000","大里區","大里地政事務所"
"387160000A","金城","","8016","","BI28","66000","大里區","大里地政事務所"
"387160000A","仁化","","8017","","BI28","66000","大里區","大里地政事務所"
"387160000A","武德","","8018","","BI28","66000","大里區","大里地政事務所"
"387160000A","東城","","8019","","BI28","66000","大里區","大里地政事務所"
"387160000A","向學","","8020","","BI28","66000","大里區","大里地政事務所"
"387160000A","瑞城","","8021","","BI28","66000","大里區","大里地政事務所"
"387160000A","北新","","8022","","BI28","66000","大里區","大里地政事務所"
"387160000A","東榮","","8023","","BI28","66000","大里區","大里地政事務所"
"387160000A","東興","","8024","","BI28","66000","大里區","大里地政事務所"
"387160000A","鳳凰","","8025","","BI28","66000","大里區","大里地政事務所"
"387160000A","立仁","","8026","","BI28","66000","大里區","大里地政事務所"
"387160000A","公教","","8027","","BI28","66000","大里區","大里地政事務所"
"387160000A","日新","","8028","","BI28","66000","大里區","大里地政事務所"
"387160000A","大忠","","8029","","BI28","66000","大里區","大里地政事務所"
"387160000A","大孝","","8030","","BI28","66000","大里區","大里地政事務所"
"387160000A","大仁","","8031","","BI28","66000","大里區","大里地政事務所"
"387160000A","大義","","8032","","BI28","66000","大里區","大里地政事務所"
"387160000A","喬城","","8033","","BI28","66000","大里區","大里地政事務所"
"387160000A","吉隆","","8034","","BI28","66000","大里區","大里地政事務所"
"387160000A","崇光","","8035","","BI28","66000","大里區","大里地政事務所"
"387160000A","西榮","","8036","","BI28","66000","大里區","大里地政事務所"
"387160000A","合信","","8037","","BI28","66000","大里區","大里地政事務所"
"387160000A","華城","","8038","","BI28","66000","大里區","大里地政事務所"
"387160000A","立新","","8039","","BI28","66000","大里區","大里地政事務所"
"387160000A","福大","","8040","","BI28","66000","大里區","大里地政事務所"
"387160000A","新光","","8041","","BI28","66000","大里區","大里地政事務所"
"387160000A","益民","","8042","","BI28","66000","大里區","大里地政事務所"
"387160000A","大元","","8043","","BI28","66000","大里區","大里地政事務所"
"387160000A","國中","","8044","","BI28","66000","大里區","大里地政事務所"
"387160000A","健民","","8045","","BI28","66000","大里區","大里地政事務所"
"387160000A","光正","","8046","","BI28","66000","大里區","大里地政事務所"
"387160000A","練武","","8047","","BI28","66000","大里區","大里地政事務所"
"387160000A","美群","","8048","","BI28","66000","大里區","大里地政事務所"
"387160000A","仁城","","8049","","BI28","66000","大里區","大里地政事務所"
"387160000A","仁美","","8050","","BI28","66000","大里區","大里地政事務所"
"387160000A","振坤","","8051","","BI28","66000","大里區","大里地政事務所"
"387160000A","新甲","","8052","","BI28","66000","大里區","大里地政事務所"
"387160000A","德芳","","8053","","BI28","66000","大里區","大里地政事務所"
"387160000A","福興","","8054","","BI28","66000","大里區","大里地政事務所"
"387160000A","大衛","","8055","","BI28","66000","大里區","大里地政事務所"
"387160000A","樹王","","8056","","BI28","66000","大里區","大里地政事務所"
"387160000A","萬安","","8057","","BI28","66000","大里區","大里地政事務所"
"387160000A","大峰","","8058","","BI28","66000","大里區","大里地政事務所"
"387160000A","西湖北","","8059","","BI28","66000","大里區","大里地政事務所"
"387160000A","西湖南","","8060","","BI28","66000","大里區","大里地政事務所"
"387160000A","舊街","","8061","","BI28","66000","大里區","大里地政事務所"
"387160000A","福德","","8062","","BI28","66000","大里區","大里地政事務所"
"387160000A","夏田東","","8063","","BI28","66000","大里區","大里地政事務所"
"387160000A","夏田西","","8064","","BI28","66000","大里區","大里地政事務所"
"387160000A","東勢尾","","8065","","BI28","66000","大里區","大里地政事務所"
"387160000A","市政","","8066","增編","BI28","66000","大里區","大里地政事務所"
"387160000A","南勢","","6100","","BG29","66000","和平區","東勢地政事務所"
"387160000A","博愛","","6101","","BG29","66000","和平區","東勢地政事務所"
"387160000A","谷關","","6102","","BG29","66000","和平區","東勢地政事務所"
"387160000A","達見","","6103","","BG29","66000","和平區","東勢地政事務所"
"387160000A","青山","","6104","註銷","BG29","66000","和平區","東勢地政事務所"
"387160000A","佳陽","","6105","","BG29","66000","和平區","東勢地政事務所"
"387160000A","梨山","","6106","","BG29","66000","和平區","東勢地政事務所"
"387160000A","松茂","","6107","","BG29","66000","和平區","東勢地政事務所"
"387160000A","環山","","6108","","BG29","66000","和平區","東勢地政事務所"
"387160000A","志良","","6109","","BG29","66000","和平區","東勢地政事務所"
"387160000A","勝光","","6110","","BG29","66000","和平區","東勢地政事務所"
"387160000A","七家灣","","6111","","BG29","66000","和平區","東勢地政事務所"
"387160000A","思源","","6112","","BG29","66000","和平區","東勢地政事務所"
